trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1741,False,"{'a': 0.6, 'e': 0.9944034907754101}",25,0,-137.31868082042772,"{0: 18, 1: 1, 2: 1, 3: 3, 4: 2}",0
1742,False,"{'a': 0.6, 'e': 0.9942910792229765}",20,0,-108.15829670389712,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
1743,False,"{'a': 0.6, 'e': 0.9941764229937885}",25,0,-187.61880654831774,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
1744,False,"{'a': 0.6, 'e': 0.9940594778016597}",20,0,-152.97337521727388,"{0: 8, 1: 2, 2: 7, 3: 2, 4: 1}",0
1745,False,"{'a': 0.6, 'e': 0.9939401985084158}",30,0,-169.9059494514863,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
1746,False,"{'a': 0.6, 'e': 0.9938185391083889}",25,0,-53.04105573833989,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
1747,False,"{'a': 0.6, 'e': 0.9936944527126641}",30,0,-78.688683450711,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
1748,False,"{'a': 0.6, 'e': 0.9935678915330812}",30,0,-161.490561951624,"{0: 18, 1: 1, 2: 7, 3: 3, 4: 1}",0
1749,False,"{'a': 0.6, 'e': 0.9934388068659837}",30,6,-76.18538871170016,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
1750,False,"{'a': 0.6, 'e': 0.9933071490757153}",25,0,-134.07957057565415,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
1751,False,"{'a': 0.6, 'e': 0.9931728675778617}",20,0,-142.97043426966016,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
1752,False,"{'a': 0.6, 'e': 0.9930359108222379}",20,0,-38.789264303068144,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
1753,False,"{'a': 0.6, 'e': 0.9928962262756114}",25,0,-83.58791245633248,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
1754,False,"{'a': 0.6, 'e': 0.9927537604041685}",20,0,-113.88655749877076,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
1755,False,"{'a': 0.6, 'e': 0.9926084586557181}",20,0,-137.2410857270646,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
1756,False,"{'a': 0.6, 'e': 0.9924602654416266}",25,0,-66.80803789576616,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
1757,False,"{'a': 0.6, 'e': 0.9923091241184917}",20,0,-139.94304349206377,"{0: 8, 1: 2, 2: 8, 3: 1, 4: 1}",0
1758,False,"{'a': 0.6, 'e': 0.9921549769695442}",20,0,-90.52593253659307,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
1759,False,"{'a': 0.6, 'e': 0.9919977651857838}",25,0,-25.201666923301687,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
1760,False,"{'a': 0.6, 'e': 0.9918374288468401}",25,0,-206.85985413354814,"{0: 11, 1: 0, 2: 10, 3: 2, 4: 2}",0
1761,False,"{'a': 0.6, 'e': 0.9916739069015661}",20,0,-45.18910304919885,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1762,False,"{'a': 0.6, 'e': 0.9915071371483557}",25,0,-185.55541001001114,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
1763,False,"{'a': 0.6, 'e': 0.9913370562151869}",20,0,-70.7987137132625,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1764,False,"{'a': 0.6, 'e': 0.9911635995393923}",25,0,-146.5080583216195,"{0: 13, 1: 5, 2: 2, 3: 4, 4: 1}",0
1765,False,"{'a': 0.6, 'e': 0.990986701347152}",25,2,-20.386619708721962,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
1766,False,"{'a': 0.6, 'e': 0.990806294632712}",25,0,-153.63625429894776,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
1767,False,"{'a': 0.6, 'e': 0.9906223111373232}",20,8,-97.4349892391473,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
1768,False,"{'a': 0.6, 'e': 0.9904346813279084}",30,0,-166.33843404588984,"{0: 15, 1: 6, 2: 6, 3: 1, 4: 2}",0
1769,False,"{'a': 0.6, 'e': 0.9902433343754488}",25,0,-125.42226920554248,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
1770,False,"{'a': 0.6, 'e': 0.9900481981330957}",20,0,-75.64239565175338,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
1771,False,"{'a': 0.6, 'e': 0.9898491991140074}",25,0,-246.00280686130432,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 5}",0
1772,False,"{'a': 0.6, 'e': 0.9896462624689083}",25,0,-201.37113236845013,"{0: 11, 1: 3, 2: 6, 3: 3, 4: 2}",0
1773,False,"{'a': 0.6, 'e': 0.9894393119633768}",25,10,-51.06210172378224,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
1774,False,"{'a': 0.6, 'e': 0.9892282699548585}",20,0,-178.52489461317828,"{0: 8, 1: 2, 2: 6, 3: 2, 4: 2}",1
1775,False,"{'a': 0.6, 'e': 0.9890130573694068}",20,0,-121.58542048452729,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
1776,False,"{'a': 0.6, 'e': 0.9887935936781571}",20,0,-112.78115989535205,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
1777,False,"{'a': 0.6, 'e': 0.9885697968735292}",20,0,-186.9252093982805,"{0: 8, 1: 1, 2: 7, 3: 2, 4: 2}",0
1778,False,"{'a': 0.6, 'e': 0.988341583445167}",20,5,-17.81359231555452,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
1779,False,"{'a': 0.6, 'e': 0.988108868355613}",20,0,-178.0117914935585,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
1780,False,"{'a': 0.6, 'e': 0.9878715650157257}",25,0,-194.9344096109207,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
1781,False,"{'a': 0.6, 'e': 0.9876295852598377}",25,0,-98.26166224919785,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
1782,False,"{'a': 0.6, 'e': 0.9873828393206613}",25,0,-191.74653506921052,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
1783,False,"{'a': 0.6, 'e': 0.9871312358039476}",20,0,-80.96362906584413,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
1784,False,"{'a': 0.6, 'e': 0.9868746816628972}",20,0,-174.740290207186,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
1785,False,"{'a': 0.6, 'e': 0.9866130821723351}",20,0,-73.55978357084761,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
1786,False,"{'a': 0.6, 'e': 0.986346340902649}",20,0,-36.27154779151649,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1787,False,"{'a': 0.6, 'e': 0.9860743596934995}",25,0,-162.7492685620113,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
1788,False,"{'a': 0.6, 'e': 0.9857970386273088}",20,0,-116.58106753342615,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
1789,False,"{'a': 0.6, 'e': 0.9855142760025332}",25,5,-60.249709053459576,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",1
1790,False,"{'a': 0.6, 'e': 0.9852259683067269}",20,0,-178.60529386683058,"{0: 8, 1: 1, 2: 8, 3: 1, 4: 2}",0
1791,False,"{'a': 0.6, 'e': 0.9849320101894071}",25,0,-183.40053267532724,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
1792,False,"{'a': 0.6, 'e': 0.9846322944347244}",20,0,-49.69903053566061,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1793,False,"{'a': 0.6, 'e': 0.9843267119339514}",25,0,-113.4521000906318,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
1794,False,"{'a': 0.6, 'e': 0.9840151516577974}",25,0,-114.86447404234944,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
1795,False,"{'a': 0.6, 'e': 0.9836975006285591}",20,0,-58.69287897321349,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1796,False,"{'a': 0.6, 'e': 0.9833736438921183}",30,0,-106.26664453557298,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",0
1797,False,"{'a': 0.6, 'e': 0.9830434644897993}",20,0,-194.9866519480755,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 4}",0
1798,False,"{'a': 0.6, 'e': 0.9827068434300946}",20,0,-89.77509947075137,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
1799,False,"{'a': 0.6, 'e': 0.9823636596602773}",25,0,-114.28465410122008,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
1800,False,"{'a': 0.6, 'e': 0.9820137900379085}",25,0,-205.17843444888965,"{0: 12, 1: 0, 2: 10, 3: 0, 4: 3}",0
1801,False,"{'a': 0.6, 'e': 0.9816571093022567}",30,0,-101.56319143667262,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
1802,False,"{'a': 0.6, 'e': 0.9812934900456455}",25,8,-38.52353559781251,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 0}",1
1803,False,"{'a': 0.6, 'e': 0.9809228026847419}",25,0,-32.31812560272805,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1804,False,"{'a': 0.6, 'e': 0.9805449154318069}",25,0,-133.4477671266518,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
1805,False,"{'a': 0.6, 'e': 0.9801596942659225}",25,0,-131.82885878795474,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
1806,False,"{'a': 0.6, 'e': 0.9797670029042146}",20,0,-60.51670943803978,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1807,False,"{'a': 0.6, 'e': 0.9793667027730938}",20,0,-118.74983119773219,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
1808,False,"{'a': 0.6, 'e': 0.9789586529795317}",20,0,-79.85643095984865,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
1809,False,"{'a': 0.6, 'e': 0.9785427102823965}",25,2,-186.30268945088335,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 4}",1
1810,False,"{'a': 0.6, 'e': 0.9781187290638694}",20,0,-56.189699110795694,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
1811,False,"{'a': 0.6, 'e': 0.9776865613009676}",30,0,-137.76764385082276,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
1812,False,"{'a': 0.6, 'e': 0.9772460565371959}",20,11,-99.80100101915963,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 2}",1
1813,False,"{'a': 0.6, 'e': 0.9767970618543558}",25,0,-104.96501392088068,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
1814,False,"{'a': 0.6, 'e': 0.9763394218445388}",25,0,-86.82059593331091,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
1815,False,"{'a': 0.6, 'e': 0.9758729785823308}",25,0,-109.76676628189612,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
1816,False,"{'a': 0.6, 'e': 0.9753975715972605}",20,0,-93.67593845546315,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1817,False,"{'a': 0.6, 'e': 0.9749130378465203}",20,0,-104.79106657393088,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1818,False,"{'a': 0.6, 'e': 0.9744192116879924}",20,0,-96.21662863132738,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
1819,False,"{'a': 0.6, 'e': 0.973915924853617}",25,0,-203.431095061057,"{0: 10, 1: 5, 2: 5, 3: 3, 4: 2}",0
1820,False,"{'a': 0.6, 'e': 0.973403006423134}",25,0,-85.45921166501142,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
1821,False,"{'a': 0.6, 'e': 0.9728802827982369}",20,0,-132.29625183832258,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1822,False,"{'a': 0.6, 'e': 0.9723475776771769}",20,0,-66.42885365736484,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
1823,False,"{'a': 0.6, 'e': 0.9718047120298574}",25,0,-77.52040906189372,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
1824,False,"{'a': 0.6, 'e': 0.97125150407346}",20,0,-100.20803767717534,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
1825,False,"{'a': 0.6, 'e': 0.9706877692486436}",25,0,-80.27469438862157,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
1826,False,"{'a': 0.6, 'e': 0.9701133201963639}",20,0,-145.611352561001,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
1827,False,"{'a': 0.6, 'e': 0.9695279667353559}",25,0,-90.29061780096251,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
1828,False,"{'a': 0.6, 'e': 0.9689315158403325}",25,0,-92.45329817804709,"{0: 15, 1: 0, 2: 9, 3: 1, 4: 0}",0
1829,False,"{'a': 0.6, 'e': 0.9683237716209436}",30,0,-72.51129614883673,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
1830,False,"{'a': 0.6, 'e': 0.9677045353015494}",25,0,-78.45994187297792,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
1831,False,"{'a': 0.6, 'e': 0.9670736052018638}",20,0,-129.1273463012755,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
1832,False,"{'a': 0.6, 'e': 0.9664307767185175}",20,0,-149.746694917171,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
1833,False,"{'a': 0.6, 'e': 0.965775842307604}",30,0,-146.8766807203792,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
1834,False,"{'a': 0.6, 'e': 0.9651085914682631}",25,0,-83.64162409189976,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
1835,False,"{'a': 0.6, 'e': 0.9644288107273639}",20,1,-121.06507787234756,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 1}",1
1836,False,"{'a': 0.6, 'e': 0.9637362836253517}",20,0,-94.89244394577061,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
1837,False,"{'a': 0.6, 'e': 0.9630307907033229}",20,0,-150.73964849420852,"{0: 9, 1: 1, 2: 8, 3: 0, 4: 2}",0
1838,False,"{'a': 0.6, 'e': 0.9623121094913941}",20,7,-84.71111996974187,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 1}",1
1839,False,"{'a': 0.6, 'e': 0.9615800144984347}",20,11,-58.76778254710829,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
1840,False,"{'a': 0.6, 'e': 0.9608342772032357}",25,0,-1.1985857374282032,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1841,False,"{'a': 0.6, 'e': 0.9600746660471863}",25,0,-167.56328683544598,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
1842,False,"{'a': 0.6, 'e': 0.9593009464285336}",25,0,-101.77195058161142,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
1843,False,"{'a': 0.6, 'e': 0.9585128806983042}",30,0,-133.5029668696806,"{0: 17, 1: 7, 2: 4, 3: 0, 4: 2}",0
1844,False,"{'a': 0.6, 'e': 0.9577102281579662}",20,0,-98.46656144513861,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
1845,False,"{'a': 0.6, 'e': 0.9568927450589139}",20,0,-56.08370308222354,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
1846,False,"{'a': 0.6, 'e': 0.9560601846038588}",25,0,-87.49506117491102,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
1847,False,"{'a': 0.6, 'e': 0.9552122969502131}",20,0,-105.74585337779062,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
1848,False,"{'a': 0.6, 'e': 0.9543488292155562}",20,0,-148.97472385822496,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
1849,False,"{'a': 0.6, 'e': 0.9534695254852685}",25,0,-34.65541278627561,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
1850,False,"{'a': 0.6, 'e': 0.9525741268224334}",20,1,-36.62344563883434,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
1851,False,"{'a': 0.6, 'e': 0.9516623712800949}",30,0,-217.61326410510705,"{0: 16, 1: 1, 2: 9, 3: 1, 4: 3}",0
1852,False,"{'a': 0.6, 'e': 0.9507339939159732}",20,0,-108.32133343904208,"{0: 11, 1: 0, 2: 6, 3: 3, 4: 0}",0
1853,False,"{'a': 0.6, 'e': 0.9497887268097336}",25,0,-180.1870632081179,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
1854,False,"{'a': 0.6, 'e': 0.9488262990829084}",20,0,-76.24809928082416,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
1855,False,"{'a': 0.6, 'e': 0.9478464369215823}",20,0,-43.43427372655661,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
1856,False,"{'a': 0.6, 'e': 0.9468488636019362}",20,11,-73.40426396159964,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 1}",1
1857,False,"{'a': 0.6, 'e': 0.9458332995187639}",20,7,-45.08517072135878,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
1858,False,"{'a': 0.6, 'e': 0.9447994622170657}",25,0,-143.57813126267024,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
1859,False,"{'a': 0.6, 'e': 0.9437470664268327}",20,0,-49.04020411256373,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1860,False,"{'a': 0.6, 'e': 0.9426758241011313}",30,0,-157.89573880570265,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
1861,False,"{'a': 0.6, 'e': 0.9415854444576037}",20,0,-119.41097733916791,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
1862,False,"{'a': 0.6, 'e': 0.9404756340234984}",25,0,-35.9848452846331,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
1863,False,"{'a': 0.6, 'e': 0.9393460966843479}",20,0,-7.414752031373423,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1864,False,"{'a': 0.6, 'e': 0.9381965337364114}",20,0,-122.19945498983698,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
1865,False,"{'a': 0.6, 'e': 0.9370266439430035}",25,13,-33.161998838432915,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
1866,False,"{'a': 0.6, 'e': 0.935836123594826}",30,0,-200.76799404328355,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
1867,False,"{'a': 0.6, 'e': 0.9346246665744273}",20,0,-104.50641192163886,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
1868,False,"{'a': 0.6, 'e': 0.9333919644249093}",20,0,-163.75441595393826,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
1869,False,"{'a': 0.6, 'e': 0.9321377064230055}",30,4,-77.33087825139702,"{0: 15, 1: 4, 2: 6, 3: 1, 4: 0}",1
1870,False,"{'a': 0.6, 'e': 0.9308615796566533}",20,0,-89.28751790675828,"{0: 10, 1: 0, 2: 10, 3: 0, 4: 0}",0
1871,False,"{'a': 0.6, 'e': 0.929563269107183}",35,0,-164.8320438013284,"{0: 23, 1: 4, 2: 5, 3: 0, 4: 3}",0
1872,False,"{'a': 0.6, 'e': 0.9282424577362486}",25,0,-121.52296948231566,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
1873,False,"{'a': 0.6, 'e': 0.9268988265776218}",20,8,-58.406767598196936,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
1874,False,"{'a': 0.6, 'e': 0.9255320548339719}",25,5,-163.67818093078264,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",1
1875,False,"{'a': 0.6, 'e': 0.9241418199787566}",25,0,-171.23076902692102,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
1876,False,"{'a': 0.6, 'e': 0.9227277978633401}",25,0,-298.8499518408523,"{0: 9, 1: 1, 2: 7, 3: 4, 4: 4}",0
1877,False,"{'a': 0.6, 'e': 0.9212896628294649}",20,0,-32.7208103343982,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
1878,False,"{'a': 0.6, 'e': 0.9198270878271877}",25,0,-127.9731470946871,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
1879,False,"{'a': 0.6, 'e': 0.9183397445384054}",20,0,-58.332971028611155,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
1880,False,"{'a': 0.6, 'e': 0.9168273035060777}",25,0,-109.76483739621807,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
1881,False,"{'a': 0.6, 'e': 0.9152894342692642}",20,0,-74.06214600808276,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1882,False,"{'a': 0.6, 'e': 0.9137258055040833}",25,13,-2.1873091805315124,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1883,False,"{'a': 0.6, 'e': 0.9121360851706988}",20,0,-61.56532154862919,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
1884,False,"{'a': 0.6, 'e': 0.9105199406664386}",25,0,-71.37412950076896,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
1885,False,"{'a': 0.6, 'e': 0.9088770389851438}",20,0,-88.3577496441725,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
1886,False,"{'a': 0.6, 'e': 0.907207046882843}",25,0,-146.12952541332623,"{0: 15, 1: 4, 2: 3, 3: 0, 4: 3}",0
1887,False,"{'a': 0.6, 'e': 0.9055096310498407}",20,0,-205.85634989689248,"{0: 8, 1: 1, 2: 7, 3: 1, 4: 3}",0
1888,False,"{'a': 0.6, 'e': 0.9037844582893072}",20,0,-89.4097262775483,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1889,False,"{'a': 0.6, 'e': 0.9020311957024462}",25,0,-123.95794883134586,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
1890,False,"{'a': 0.6, 'e': 0.9002495108803148}",20,0,-57.18941299341228,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1891,False,"{'a': 0.6, 'e': 0.8984390721023634}",30,0,-106.68193143056129,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
1892,False,"{'a': 0.6, 'e': 0.8965995485417504}",30,0,-72.8602546210354,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
1893,False,"{'a': 0.6, 'e': 0.8947306104774903}",20,0,-123.82504999280307,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
1894,False,"{'a': 0.6, 'e': 0.8928319295134719}",20,13,6.191441682906829,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.6, 'e': 0.8909031788043871}",20,0,-127.28273420559117,"{0: 8, 1: 3, 2: 6, 3: 3, 4: 0}",0
1896,False,"{'a': 0.6, 'e': 0.8889440332885924}",25,0,-130.95102965910118,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
1897,False,"{'a': 0.6, 'e': 0.8869541699279211}",25,0,-172.62547262426335,"{0: 12, 1: 3, 2: 5, 3: 4, 4: 1}",0
1898,False,"{'a': 0.6, 'e': 0.8849332679544502}",20,0,-46.36126877260302,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
1899,False,"{'a': 0.6, 'e': 0.8828810091242195}",25,0,-90.80283103381433,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
1900,False,"{'a': 0.6, 'e': 0.8807970779778823}",20,0,-50.463026548168955,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
1901,False,"{'a': 0.6, 'e': 0.8786811621082631}",30,0,-103.90127950537399,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
1902,False,"{'a': 0.6, 'e': 0.8765329524347759}",25,0,-76.27083556759747,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
1903,False,"{'a': 0.6, 'e': 0.8743521434846544}",25,0,-62.163838989736014,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1904,False,"{'a': 0.6, 'e': 0.8721384336809187}",20,0,-107.81314728851811,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
1905,False,"{'a': 0.6, 'e': 0.8698915256370021}",25,0,-33.254868988036066,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
1906,False,"{'a': 0.6, 'e': 0.8676111264579346}",25,2,-28.13276593002238,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 0}",1
1907,False,"{'a': 0.6, 'e': 0.8652969480479719}",30,0,-196.7354426394977,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",0
1908,False,"{'a': 0.6, 'e': 0.8629487074245404}",35,0,-90.4990336450304,"{0: 24, 1: 3, 2: 6, 3: 2, 4: 0}",0
1909,False,"{'a': 0.6, 'e': 0.86056612703835}",20,13,-47.078297514890885,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
1910,False,"{'a': 0.6, 'e': 0.8581489350995123}",25,1,-110.5028077797302,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 2}",1
1911,False,"{'a': 0.6, 'e': 0.8556968659094812}",20,0,-33.67434798072684,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1912,False,"{'a': 0.6, 'e': 0.8532096601986177}",20,13,0.25880743824536934,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1913,False,"{'a': 0.6, 'e': 0.8506870654691563}",25,0,-143.20000354922,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 3}",0
1914,False,"{'a': 0.6, 'e': 0.8481288363433407}",25,0,-103.16969200248168,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
1915,False,"{'a': 0.6, 'e': 0.8455347349164652}",25,1,-120.71507855530976,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 2}",1
1916,False,"{'a': 0.6, 'e': 0.8429045311145473}",25,0,-90.89767470180895,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
1917,False,"{'a': 0.6, 'e': 0.8402380030563309}",30,18,-54.23370368771058,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
1918,False,"{'a': 0.6, 'e': 0.8375349374193038}",20,0,-21.458316027939176,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1919,False,"{'a': 0.6, 'e': 0.8347951298093854}",20,0,-38.005605358143335,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
1920,False,"{'a': 0.6, 'e': 0.8320183851339245}",25,2,-42.75763759171676,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
1921,False,"{'a': 0.6, 'e': 0.8292045179776256}",20,0,-51.50763847080219,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
